Time,imageURL,User,Text,neg,pos,neu,dAttitude,dActivity
2020-05-27 15:22:25,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"What's on board the Crew Dragon? @AstroBehnken, @Astro_Doug and a mosaic @SpaceX assembled from 100,000 graduate portraits. Congratulations to all of our 2020 graduates! #LaunchAmerica https://t.co/9Pa0uAyvhd",218,962,214,-220.43,142.11
2020-05-27 15:23:07,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"We’re all so excited to have @Astro_Doug &amp; @AstroBehnken launch from @NASAKennedy today. Best wishes!

– @Dr_ThomasZ, #NASAScience Associate Administrator https://t.co/nQVQ4e9DHj",218,962,214,-172.85,105.45
2020-05-27 15:23:50,http://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,Space_Station,"@ElboudiT Depending on the flight profile of the spacecraft, a trip to the station can take several days to as few as 3,5 hours. The @SpaceX #CrewDragon will take 19 hours and six minutes to reach the station.",204,969,227,-170.85,104.57
2020-05-27 15:25:37,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,@astraterr We love this answer.,217,912,223,-143.02,90.75
2020-05-27 15:26:01,http://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,Space_Station,@zakariyahkj @ElboudiT @SpaceX Testing spacecraft systems.,217,912,223,-143.02,90.75
2020-05-27 15:30:56,http://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,Space_Station,@japfanner The crew will go to sleep about 5.5 hours after liftoff.,220,853,200,-143.44,83.74
2020-05-27 15:32:56,http://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg,SpaceX,.@AstroBehnken and @Astro_Doug before Crew Dragon flight https://t.co/BVDlvTZxS9,220,819,181,-142.24,87.62
2020-05-27 15:33:45,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,@louisjanneke You guys rock! Thanks for staying up with us! https://t.co/6rcoAVQqsn,234,778,201,-146.51,88.71
2020-05-27 15:39:13,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@josh_dobbs1 @NASAKennedy @SpaceX Thanks for being part of the #LaunchAmerica @NASASocial, Josh! We loved it! 🏈🚀 https://t.co/Xg7Eh5426L",208,969,201,-129.7,35.27
2020-05-27 15:41:06,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@SethGreen @SpaceX @Astro_Doug @AstroBehnken @NASAKennedy You ready, Seth? We're ready! 🌟 https://t.co/YkjTV4K7kD",231,807,199,-131.94,42.85
2020-05-27 15:43:46,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@Astrid_MSOD @SpaceX @elonmusk We feel the same way, Astrid! We're excited! 🦋 https://t.co/XdvsBHucq0",185,848,189,-117.19,21.77
2020-05-27 15:50:46,http://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg,SpaceX,Crew access arm retracting from the spacecraft https://t.co/wSn8gJdujN,393,1505,357,-100.09,-48.03
2020-05-27 15:51:24,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"Crew Access Arm Retracted.

#LaunchAmerica https://t.co/G6Wksbxbt0",393,1505,357,-100.09,-48.03
2020-05-27 15:55:36,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,NASAKennedy,It is a little under 40 minutes until liftoff of @NASA and @SpaceX’s historic mission to the @Space_Station and the crew access arm has moved away from the spacecraft. For live coverage: https://t.co/A9sbAYbCl3,292,1081,284,-107.98,-40.86
2020-05-27 15:59:26,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@State_E @Space_Station @SpaceX Thank you, Mr. Under Secretary! We look forward to continue making space exploration more accessible with the support of our strong partnerships. #LaunchAmerica",367,1475,311,-101.99,-57.64
2020-05-27 16:03:51,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"""Propellant load has started."" 

Liquid oxygen and rocket-grade kerosene are flowing through the @SpaceX Falcon 9 rocket. 

#LaunchAmerica https://t.co/PPy7nKGVq7",302,1172,246,-108.05,-48.95
2020-05-27 16:08:33,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,@FrancisSuarez Future astronauts! We'll be here when they're ready!🚀,312,1034,276,-96.12,-48.09
2020-05-27 16:20:29,http://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg,SpaceX,"Standing down from launch today due to unfavorable weather in the flight path. Our next launch opportunity is Saturday, May 30 at 3:22 p.m. EDT, or 19:22 UTC",1899,1003,473,-103.12,-75.05
2020-05-27 16:21:07,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"""We are not going to launch today.""

Due to the weather conditions, the launch is scrubbing. Our next opportunity will be Saturday, May 30 at 3:22pm ET. Live #LaunchAmerica coverage will begin at 11am ET. https://t.co/c7R1AmLLYh",1899,1003,473,-103.12,-75.05
2020-05-27 16:35:18,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,Propellant is offloading and @NASA_Astronauts @AstroBehnken and @Astro_Doug are preparing to exit the vehicle. https://t.co/q4VAwK5o9Q,974,801,333,-116.18,-60.06
2020-05-27 16:44:56,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"Today's #LaunchAmerica attempt was an instantaneous launch window. Due to orbital mechanics, we need to make sure that at the time we launch, we are able to reach the @Space_Station on time and accurately. Because of this, we could not wait for clear weather today. https://t.co/t5uykgL2Fp",685,571,232,-124.56,-43.41
2020-05-27 16:54:13,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,Why an instantaneous launch window? Why do we have to wait until Saturday to attempt to launch again? Here's why: https://t.co/ejHrgnCFsu,484,388,170,-129.17,-19.19
2020-05-27 17:00:02,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"#LaunchAmerica Update: Weather is the the one thing that we actually cannot control on our missions so unfortunately, it did cause us to scrub today. The vehicles are healthy. @AstroBehnken
 and @Astro_Doug were ready to go and will be ready on our next launch attempt Saturday. https://t.co/IGz5go3hUP",411,355,151,-150.0,-8.18
2020-05-27 17:02:05,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@MLucoji Yes, thank you! Safety is our priority!",394,324,160,-140.0,-4.1
2020-05-27 17:02:23,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"@Lewl22292843 We'll see you online, Lewl!",394,324,160,-140.0,-4.1
2020-05-27 17:02:51,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,@saman_bandegani Hi Saman! You can watch live on https://t.co/JSDausMuVv. See you there!,394,324,160,-140.0,-4.1
2020-05-27 17:03:47,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg,NASA,"The propellant is offloaded, the launch escape system is disarmed and the crew access arm is back. @AstroBehnken and @Astro_Doug are preparing to exit Crew Dragon. https://t.co/Gid74UbE7Y",394,324,160,-140.0,-4.1
